customer_id,gender,age,postalcode,region,connect_date,end_date,dropped_calls,pay method,tariff,handset,churn
"K177230","Female",19.000000,3917.000000,2.000000,2003-06-24,,11.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177240","Male",22.000000,5349.000000,3.000000,2004-06-11,2007-08-13,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177250","Male",16.000000,1491.000000,1.000000,2005-01-06,2006-08-23,3.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177260","Male",20.000000,3297.000000,2.000000,2003-06-15,2006-10-11,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177270","Female",23.000000,6493.000000,3.000000,2003-01-24,,2.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177280","Female",16.000000,9589.000000,4.000000,2005-08-25,2007-04-25,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177290","Female",14.000000,1154.000000,1.000000,2005-07-13,2009-06-21,6.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177300","Female",19.000000,5880.000000,3.000000,2005-06-15,2006-12-25,3.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177310","Male",21.000000,2854.000000,2.000000,2004-08-11,2008-03-05,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177320","Male",21.000000,9454.000000,4.000000,2004-05-21,2005-12-02,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177330","Female",22.000000,8813.000000,4.000000,2004-11-16,,1.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177340","Female",19.000000,9673.000000,4.000000,2005-02-24,2009-08-15,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177350","Female",15.000000,3478.000000,2.000000,2005-05-20,2006-03-24,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177360","Female",21.000000,6755.000000,3.000000,2005-05-26,2007-12-20,1.000000,"Pre Pay","CAT 200","S50","Churned"
"K177370","Female",17.000000,9503.000000,4.000000,2004-03-04,2007-08-22,1.000000,"Pre Pay","CAT 200","S50","Churned"
"K177380","Male",13.000000,8527.000000,4.000000,2005-10-12,2006-04-26,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177390","Female",14.000000,9719.000000,4.000000,2005-06-01,2008-11-18,2.000000,"Pre Pay","CAT 200","S50","Churned"
"K177400","Female",12.000000,1774.000000,1.000000,2006-11-06,2010-10-19,8.000000,"Pre Pay","CAT 200","S50","Churned"
"K177410","Male",17.000000,2766.000000,2.000000,2004-06-13,2008-06-02,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177420","Male",19.000000,9395.000000,4.000000,2004-07-21,2008-08-17,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177430","Female",21.000000,4043.000000,2.000000,2006-06-19,,0.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177440","Male",14.000000,8726.000000,4.000000,2004-04-10,2007-07-07,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177450","Female",25.000000,9750.000000,4.000000,2006-05-06,2007-09-25,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177460","Female",24.000000,8208.000000,4.000000,2005-09-28,2006-11-16,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177470","Male",23.000000,1655.000000,1.000000,2005-03-08,2006-05-04,0.000000,"Pre Pay","CAT 200","S50","Churned"
"K177480","Female",14.000000,4903.000000,2.000000,2003-08-02,,1.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177490","Female",15.000000,6595.000000,3.000000,2006-09-16,2009-12-13,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177500","Male",24.000000,2260.000000,1.000000,2004-03-19,2005-02-10,3.000000,"Pre Pay","CAT 200","S50","Churned"
"K177510","Female",19.000000,1728.000000,1.000000,2006-12-15,2008-09-29,10.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177520","Female",14.000000,9464.000000,4.000000,2006-08-15,2008-02-24,1.000000,"Pre Pay","CAT 200","S50","Churned"
"K177530","Male",25.000000,4359.000000,2.000000,2003-03-19,,0.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177540","Male",16.000000,4136.000000,2.000000,2006-12-15,2010-10-05,6.000000,"Pre Pay","CAT 200","S50","Churned"
"K177550","Female",22.000000,1767.000000,1.000000,2006-06-15,2007-01-12,3.000000,"Pre Pay","CAT 200","S50","Churned"
"K177560","Male",17.000000,9951.000000,4.000000,2006-01-04,2008-09-15,6.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177570","Female",15.000000,9268.000000,4.000000,2003-06-11,,9.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177580","Female",23.000000,7129.000000,3.000000,2003-12-15,,2.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177590","Female",14.000000,1775.000000,1.000000,2003-04-03,2004-10-26,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177600","Female",15.000000,3905.000000,2.000000,2004-03-13,2007-07-05,5.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177610","Male",23.000000,4176.000000,2.000000,2004-05-21,2007-03-13,11.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177620","Female",16.000000,7920.000000,4.000000,2005-06-10,2007-09-18,2.000000,"Pre Pay","CAT 200","S50","Churned"
"K177630","Male",24.000000,5429.000000,3.000000,2003-05-11,2006-11-18,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177640","Male",15.000000,7744.000000,4.000000,2004-12-16,2005-07-11,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177650","Male",17.000000,3920.000000,2.000000,2006-11-13,2007-08-14,7.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177660","Female",12.000000,4271.000000,2.000000,2006-09-28,,0.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177670","Male",23.000000,3106.000000,2.000000,2003-12-13,2004-09-21,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177680","Male",22.000000,6612.000000,3.000000,2005-01-18,2006-02-01,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177690","Female",21.000000,1161.000000,1.000000,2003-08-10,2006-04-19,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177700","Female",19.000000,2583.000000,2.000000,2005-12-23,,0.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177710","Female",15.000000,4960.000000,2.000000,2005-10-17,2006-05-17,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177720","Male",17.000000,6692.000000,3.000000,2006-06-19,2010-06-23,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177730","Male",13.000000,3880.000000,2.000000,2003-09-02,2004-01-11,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177740","Male",15.000000,9548.000000,4.000000,2003-03-19,2004-04-29,9.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177750","Male",25.000000,3658.000000,2.000000,2004-12-05,2006-11-07,1.000000,"Pre Pay","CAT 200","S50","Churned"
"K177760","Female",18.000000,3596.000000,2.000000,2003-07-11,2005-11-20,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177770","Female",14.000000,7192.000000,3.000000,2006-11-18,,0.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177780","Female",16.000000,2074.000000,1.000000,2004-08-03,,0.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177790","Female",24.000000,6255.000000,3.000000,2005-09-06,,1.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177800","Female",20.000000,6937.000000,3.000000,2006-09-16,2009-11-10,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177810","Female",14.000000,2508.000000,2.000000,2005-03-07,2007-01-15,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177820","Female",14.000000,5301.000000,3.000000,2005-07-28,,2.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177830","Male",20.000000,7039.000000,3.000000,2005-09-08,2007-06-17,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177840","Male",18.000000,1519.000000,1.000000,2006-04-19,2007-09-13,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177850","Female",12.000000,3314.000000,2.000000,2005-02-15,,0.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177860","Male",23.000000,3383.000000,2.000000,2004-06-15,2008-08-26,0.000000,"Pre Pay","CAT 200","S50","Churned"
"K177870","Male",21.000000,8233.000000,4.000000,2003-03-06,2005-01-14,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177880","Male",23.000000,3752.000000,2.000000,2003-07-04,2004-04-29,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177890","Female",23.000000,1862.000000,1.000000,2005-09-14,2006-12-03,10.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177900","Female",19.000000,2684.000000,2.000000,2003-05-21,,1.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177910","Male",23.000000,3208.000000,2.000000,2006-11-02,,2.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177920","Male",17.000000,6522.000000,3.000000,2006-11-04,2008-03-20,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177930","Male",16.000000,6903.000000,3.000000,2006-12-03,,1.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177940","Female",25.000000,9464.000000,4.000000,2004-01-27,2008-01-11,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177950","Female",19.000000,8215.000000,4.000000,2006-11-07,2007-03-14,2.000000,"Pre Pay","CAT 200","S50","Churned"
"K177960","Male",17.000000,6313.000000,3.000000,2005-05-15,,0.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K177970","Female",15.000000,1613.000000,1.000000,2004-12-06,2007-01-06,5.000000,"Pre Pay","CAT 200","S50","Churned"
"K177980","Female",14.000000,4925.000000,2.000000,2005-06-24,2008-09-29,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K177990","Female",15.000000,2784.000000,2.000000,2004-01-02,2005-03-04,0.000000,"Pre Pay","CAT 200","S50","Churned"
"K178000","Female",14.000000,8312.000000,4.000000,2005-10-20,2008-08-12,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178010","Male",17.000000,5187.000000,3.000000,2006-07-22,2010-07-11,5.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178020","Male",21.000000,5797.000000,3.000000,2005-05-01,2008-11-27,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178030","Female",12.000000,2394.000000,1.000000,2006-04-04,2008-10-28,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178040","Female",25.000000,3905.000000,2.000000,2003-07-01,,0.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178050","Female",21.000000,2095.000000,1.000000,2006-02-18,2009-10-22,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178060","Male",18.000000,5443.000000,3.000000,2003-08-25,2005-12-05,0.000000,"Pre Pay","CAT 200","S50","Churned"
"K178070","Male",16.000000,2920.000000,2.000000,2004-06-21,2008-09-16,2.000000,"Pre Pay","CAT 200","S50","Churned"
"K178080","Male",25.000000,6552.000000,3.000000,2004-09-26,2008-02-21,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178090","Male",20.000000,5338.000000,3.000000,2005-06-03,2008-05-03,2.000000,"Pre Pay","CAT 200","S50","Churned"
"K178100","Male",19.000000,5476.000000,3.000000,2006-02-04,2007-02-25,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178110","Female",24.000000,6165.000000,3.000000,2005-09-20,,5.000000,"Pre Pay","CAT 200","S50","Active"
"K178120","Female",17.000000,4746.000000,2.000000,2003-11-14,2006-11-16,9.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178120","Female",17.000000,4746.000000,2.000000,2003-11-14,2006-11-16,9.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178130","Male",16.000000,5417.000000,3.000000,2004-06-09,2007-04-11,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178140","Female",21.000000,7734.000000,4.000000,2003-02-05,2004-02-09,1.000000,"Pre Pay","CAT 200","S50","Churned"
"K178150","Male",21.000000,7922.000000,4.000000,2006-12-22,,2.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178160","Female",20.000000,1065.000000,1.000000,2003-02-18,2004-11-11,8.000000,"Pre Pay","CAT 200","S50","Churned"
"K178170","Female",18.000000,9545.000000,4.000000,2005-10-15,2008-09-23,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178180","Female",12.000000,7372.000000,3.000000,2004-11-07,2006-04-16,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178190","Male",18.000000,9844.000000,4.000000,2003-02-05,,7.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178200","Female",23.000000,8116.000000,4.000000,2004-08-28,,1.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178210","Female",13.000000,8407.000000,4.000000,2003-08-06,2007-02-02,2.000000,"Pre Pay","CAT 200","S50","Churned"
"K178220","Female",24.000000,6023.000000,3.000000,2006-03-02,2010-04-18,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178230","Female",21.000000,2517.000000,2.000000,2004-06-07,,9.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178240","Female",24.000000,3348.000000,2.000000,2003-02-25,2004-11-27,11.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178250","Male",17.000000,7861.000000,4.000000,2003-08-08,2004-05-09,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178260","Male",25.000000,8603.000000,4.000000,2004-12-22,,0.000000,"Pre Pay","CAT 200","ASAD90","Active"
"K178270","Male",16.000000,1065.000000,1.000000,2006-10-17,2007-02-18,6.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178280","Male",17.000000,9444.000000,4.000000,2003-08-19,,9.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178290","Female",16.000000,1455.000000,1.000000,2006-10-31,2008-10-07,0.000000,"Pre Pay","CAT 200","S50","Churned"
"K178300","Male",14.000000,4508.000000,2.000000,2005-12-18,2006-03-07,2.000000,"Pre Pay","CAT 200","S50","Churned"
"K178310","Female",24.000000,5857.000000,3.000000,2003-11-13,2004-10-10,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178320","Male",21.000000,8598.000000,4.000000,2005-05-11,,3.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178330","Female",18.000000,6769.000000,3.000000,2005-07-06,2009-05-21,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178340","Female",21.000000,3044.000000,2.000000,2005-08-12,2007-04-02,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178350","Female",22.000000,7443.000000,3.000000,2004-09-07,,2.000000,"Pre Pay","CAT 200","ASAD90","Active"
"K178360","Male",17.000000,6503.000000,3.000000,2003-11-25,2006-03-15,1.000000,"Pre Pay","CAT 200","S50","Churned"
"K178370","Female",15.000000,9911.000000,4.000000,2004-08-06,,2.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178380","Male",25.000000,6398.000000,3.000000,2003-11-07,,8.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178390","Female",24.000000,1538.000000,1.000000,2006-06-02,,0.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178400","Male",18.000000,7622.000000,4.000000,2006-05-08,,1.000000,"Pre Pay","CAT 200","ASAD90","Active"
"K178410","Female",17.000000,6300.000000,3.000000,2003-05-09,,1.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178420","Male",23.000000,4268.000000,2.000000,2005-02-15,2009-01-27,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178430","Female",23.000000,2725.000000,2.000000,2005-03-24,2006-03-28,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178440","Female",20.000000,9482.000000,4.000000,2005-04-22,,10.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178450","Female",17.000000,6538.000000,3.000000,2003-10-26,2004-10-21,0.000000,"Pre Pay","CAT 200","S50","Churned"
"K178460","Female",15.000000,3227.000000,2.000000,2003-01-07,2005-03-15,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178470","Male",16.000000,3340.000000,2.000000,2006-03-03,2009-05-16,0.000000,"Pre Pay","CAT 200","S50","Churned"
"K178480","Male",21.000000,8594.000000,4.000000,2003-03-04,2006-03-18,10.000000,"Pre Pay","CAT 200","S50","Churned"
"K178490","Male",25.000000,6053.000000,3.000000,2005-02-06,2009-09-25,9.000000,"Pre Pay","CAT 200","S50","Churned"
"K178500","Male",13.000000,9599.000000,4.000000,2006-07-20,,2.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178510","Male",23.000000,9117.000000,4.000000,2003-08-07,2007-08-07,3.000000,"Pre Pay","CAT 200","S50","Churned"
"K178520","Male",16.000000,9567.000000,4.000000,2006-12-01,2008-05-04,1.000000,"Pre Pay","CAT 200","S50","Churned"
"K178530","Male",24.000000,7925.000000,4.000000,2005-05-05,2008-02-01,0.000000,"Pre Pay","CAT 200","S50","Churned"
"K178540","Male",24.000000,8076.000000,4.000000,2005-10-02,2007-06-14,11.000000,"Pre Pay","CAT 200","S50","Churned"
"K178550","Female",22.000000,4960.000000,2.000000,2003-01-25,2005-09-02,6.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178560","Male",18.000000,6682.000000,3.000000,2005-02-16,2007-05-16,2.000000,"Pre Pay","CAT 200","ASAD170","Churned"
"K178570","Female",24.000000,7956.000000,4.000000,2006-02-16,2009-03-15,0.000000,"Pre Pay","CAT 200","S50","Churned"
"K178580","Male",22.000000,4853.000000,2.000000,2004-06-06,2006-12-21,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178590","Male",16.000000,7622.000000,4.000000,2006-08-18,2009-07-17,3.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178600","Male",19.000000,5034.000000,3.000000,2005-07-03,2006-02-24,2.000000,"Pre Pay","CAT 200","S50","Churned"
"K178610","Female",17.000000,3747.000000,2.000000,2005-03-11,2008-03-20,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178620","Female",15.000000,6281.000000,3.000000,2006-05-15,2007-05-02,3.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178630","Female",25.000000,2459.000000,1.000000,2003-05-05,,0.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178640","Female",21.000000,9939.000000,4.000000,2005-11-18,,0.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178650","Female",18.000000,2033.000000,1.000000,2006-07-23,,1.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178660","Male",16.000000,4935.000000,2.000000,2006-07-11,2009-05-19,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178670","Male",19.000000,9389.000000,4.000000,2005-04-26,,7.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178680","Female",18.000000,1467.000000,1.000000,2004-09-21,2007-02-04,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178690","Male",25.000000,3708.000000,2.000000,2003-04-07,2004-06-10,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178700","Male",23.000000,7631.000000,4.000000,2005-12-22,2006-04-13,1.000000,"Pre Pay","CAT 200","S50","Churned"
"K178710","Female",15.000000,8351.000000,4.000000,2005-09-16,,1.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178720","Female",16.000000,1621.000000,1.000000,2006-12-10,,8.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178730","Female",23.000000,7543.000000,4.000000,2006-10-23,2009-07-06,8.000000,"Pre Pay","CAT 200","S50","Churned"
"K178740","Male",20.000000,9907.000000,4.000000,2005-04-26,2006-04-11,2.000000,"Pre Pay","CAT 200","S50","Churned"
"K178750","Male",14.000000,4653.000000,2.000000,2005-02-18,,7.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178760","Male",24.000000,3521.000000,2.000000,2004-03-15,2005-03-18,0.000000,"Pre Pay","CAT 200","S50","Churned"
"K178770","Male",19.000000,3668.000000,2.000000,2003-05-07,2005-01-22,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178780","Female",21.000000,3457.000000,2.000000,2006-11-05,2008-10-27,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178790","Female",25.000000,2241.000000,1.000000,2004-04-18,2008-03-15,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178800","Female",15.000000,2669.000000,2.000000,2003-09-03,,0.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178810","Male",23.000000,9391.000000,4.000000,2005-06-12,2006-06-11,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178820","Female",19.000000,9043.000000,4.000000,2003-07-25,,8.000000,"Pre Pay","CAT 200","ASAD90","Active"
"K178830","Male",24.000000,9510.000000,4.000000,2003-12-21,2006-07-29,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178840","Female",15.000000,1001.000000,1.000000,2006-09-05,,2.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178850","Male",21.000000,8570.000000,4.000000,2003-04-06,2007-11-02,1.000000,"Pre Pay","CAT 200","S50","Churned"
"K178860","Female",14.000000,5619.000000,3.000000,2005-06-22,2009-12-05,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178870","Male",20.000000,1199.000000,1.000000,2004-01-12,2005-08-29,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178880","Male",22.000000,5485.000000,3.000000,2006-09-26,2007-12-25,8.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178890","Male",12.000000,8014.000000,4.000000,2006-07-20,2008-10-28,1.000000,"Pre Pay","CAT 200","S50","Churned"
"K178900","Male",23.000000,1408.000000,1.000000,2006-02-04,2008-03-06,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178910","Female",14.000000,2395.000000,1.000000,2003-04-26,2004-11-24,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178920","Male",20.000000,6631.000000,3.000000,2003-09-07,2005-01-12,5.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178930","Female",22.000000,5412.000000,3.000000,2005-11-16,,2.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178940","Female",20.000000,3988.000000,2.000000,2004-01-09,,1.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K178950","Male",16.000000,1716.000000,1.000000,2005-11-27,2008-07-16,2.000000,"Pre Pay","CAT 200","S50","Churned"
"K178960","Female",17.000000,5392.000000,3.000000,2005-01-20,2007-07-21,11.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178970","Female",14.000000,4905.000000,2.000000,2003-06-01,2006-11-24,11.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178980","Female",20.000000,8258.000000,4.000000,2006-05-23,2007-01-02,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K178990","Male",18.000000,6981.000000,3.000000,2006-05-13,,2.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K179000","Female",20.000000,9051.000000,4.000000,2004-07-01,2008-11-20,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K179010","Female",18.000000,3468.000000,2.000000,2005-03-17,2007-04-01,0.000000,"Pre Pay","CAT 200","S50","Churned"
"K179020","Female",22.000000,5160.000000,3.000000,2006-12-07,2010-09-15,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K179030","Male",14.000000,1656.000000,1.000000,2006-01-22,,2.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K179040","Female",17.000000,7490.000000,3.000000,2003-06-07,2005-08-06,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K179050","Male",20.000000,3257.000000,2.000000,2003-03-05,,2.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K179060","Male",25.000000,8676.000000,4.000000,2006-08-22,2007-11-06,8.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K179070","Female",13.000000,7758.000000,4.000000,2004-11-19,2006-08-25,0.000000,"Pre Pay","CAT 200","S50","Churned"
"K179080","Male",18.000000,5671.000000,3.000000,2003-11-11,,1.000000,"Pre Pay","CAT 200","ASAD90","Active"
"K179090","Male",23.000000,4595.000000,2.000000,2004-07-07,,1.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K179100","Female",21.000000,6679.000000,3.000000,2004-11-07,,3.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K179110","Male",19.000000,9292.000000,4.000000,2004-05-16,2008-04-21,0.000000,"Pre Pay","CAT 200","S50","Churned"
"K179120","Male",24.000000,3513.000000,2.000000,2003-11-08,2006-12-07,6.000000,"Pre Pay","CAT 200","S50","Churned"
"K179130","Male",16.000000,9067.000000,4.000000,2004-11-09,2008-11-12,0.000000,"Pre Pay","CAT 200","S50","Churned"
"K179140","Male",16.000000,4389.000000,2.000000,2005-04-12,2006-06-07,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K179150","Female",24.000000,8236.000000,4.000000,2003-08-03,2004-08-02,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K179160","Female",25.000000,8496.000000,4.000000,2004-02-28,2008-01-22,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K179170","Male",18.000000,7751.000000,4.000000,2005-03-11,2009-08-22,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K179180","Female",18.000000,4752.000000,2.000000,2006-01-05,2008-05-16,0.000000,"Pre Pay","CAT 200","S50","Churned"
"K179190","Female",21.000000,5695.000000,3.000000,2005-05-23,,1.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K179200","Female",17.000000,8384.000000,4.000000,2005-05-19,,2.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K179210","Female",25.000000,2129.000000,1.000000,2005-12-20,2007-09-18,5.000000,"Pre Pay","CAT 200","S50","Churned"
"K179220","Female",23.000000,4838.000000,2.000000,2005-01-14,2007-09-20,1.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K179230","Female",13.000000,4790.000000,2.000000,2003-06-16,2007-10-10,0.000000,"Pre Pay","CAT 200","S50","Churned"
"K179240","Female",25.000000,5604.000000,3.000000,2006-05-01,2009-02-08,9.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K179250","Female",24.000000,2270.000000,1.000000,2003-06-20,,1.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K179260","Male",15.000000,8115.000000,4.000000,2006-11-14,2009-12-20,2.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K179270","Female",19.000000,4678.000000,2.000000,2004-11-17,,2.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K179280","Female",23.000000,2459.000000,1.000000,2004-06-11,2006-12-09,0.000000,"Pre Pay","CAT 200","ASAD90","Churned"
"K179290","Male",16.000000,4392.000000,2.000000,2004-12-26,,7.000000,"Pre Pay","CAT 200","ASAD90","Active"
"K179300","Female",23.000000,8151.000000,4.000000,2003-02-09,,0.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K179310","Male",20.000000,2361.000000,1.000000,2005-03-23,,0.000000,"Pre Pay","CAT 200","ASAD170","Active"
"K179320","Female",15.000000,8278.000000,4.000000,2003-05-13,2005-04-12,2.000000,"Pre Pay","CAT 200","S50","Churned"
"K179330","Female",22.000000,6638.000000,3.000000,2004-08-02,2006-01-26,0.000000,"Pre Pay","CAT 200","S50","Churned"
"K179340","Male",14.000000,5953.000000,3.000000,2006-12-10,,7.000000,"Pre Pay","CAT 200","ASAD170","Active"
