customer_id,data_known,gender,age,tariff,dropped_calls,handset,peak_mins,peak_rate,bill_peak,offpeak_mins,offpeak_rate,bill_offpeak,gadget_A,gadget_B,gadget_C,gadget_D,gadget_A_revenues,gadget_B_revenues,gadget_C_revenues,gadget_D_revenues
"N184890","yes","Female",13.000000,"CAT 200",2.000000,"ASAD170",1537.200001,10.000000,153.720000,347.700000,5.000000,17.385000,"T","T","F","T",12.000000,19.000000,0.000000,37.000000
"N222990","yes","Male",23.000000,"Play 100",2.000000,"BS110",21.600000,25.000000,5.400000,385.500000,5.000000,19.275000,"F","T","T","T",0.000000,18.000000,34.000000,37.000000
"N155880","yes","Male",42.000000,"Play 100",1.000000,"S80",74.400001,25.000000,18.600000,468.900001,5.000000,23.445000,"T","T","T","T",8.000000,24.000000,27.000000,40.000000
"N207820","yes","Male",13.000000,"Play 300",2.000000,"ASAD170",705.000000,25.000000,176.250000,720.000000,2.000000,14.400000,"T","T","T","F",9.000000,23.000000,30.000000,0.000000
"N139410","yes","Female",31.000000,"CAT 200",2.000000,"ASAD90",1063.200000,10.000000,106.320000,220.200000,5.000000,11.010000,"F","T","T","F",0.000000,18.000000,27.000000,0.000000
"N194120","yes","Male",13.000000,"CAT 200",1.000000,"S50",826.800000,10.000000,82.680000,147.599999,5.000000,7.380000,"T","T","T","T",12.000000,19.000000,30.000000,39.000000
"N210650","yes","Male",20.000000,"Play 300",6.000000,"S50",429.000000,25.000000,107.250000,363.299999,2.000000,7.266000,"T","T","T","F",12.000000,21.000000,30.000000,0.000000
"N266060","yes","Male",13.000000,"Play 100",1.000000,"BS210",321.600000,25.000000,80.400000,333.000000,5.000000,16.650000,"T","F","F","F",13.000000,0.000000,0.000000,0.000000
"N197330","yes","Male",19.000000,"CAT 200",0.000000,"S50",1968.600001,10.000000,196.860000,475.800001,5.000000,23.790000,"T","F","T","T",10.000000,0.000000,26.000000,42.000000
"N264650","yes","Female",28.000000,"Play 100",9.000000,"S80",120.600000,25.000000,30.150000,524.400000,5.000000,26.220000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N168620","yes","Female",20.000000,"CAT 100",1.000000,"S50",442.200000,15.000000,66.330000,210.600000,5.000000,10.530000,"F","F","T","T",0.000000,0.000000,29.000000,40.000000
"N153860","yes","Female",31.000000,"CAT 200",6.000000,"ASAD170",2353.800000,10.000000,235.380000,128.699999,5.000000,6.435000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N212620","yes","Male",21.000000,"Play 100",1.000000,"CAS30",32.584781,25.000000,8.146195,14.791776,5.000000,0.739589,"T","T","T","F",6.000000,20.000000,27.000000,0.000000
"N184650","yes","Male",25.000000,"CAT 200",0.000000,"S50",1326.600000,10.000000,132.660000,324.600000,5.000000,16.230000,"T","T","F","T",6.000000,21.000000,0.000000,38.000000
"N127660","yes","Male",46.000000,"CAT 200",7.000000,"S50",979.199999,10.000000,97.920000,318.300001,5.000000,15.915000,"T","T","T","F",13.000000,21.000000,27.000000,0.000000
"N361070","yes","Female",29.000000,"CAT 200",0.000000,"WC95",812.399999,10.000000,81.240000,146.399999,5.000000,7.320000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N199650","yes","Female",14.000000,"CAT 200",11.000000,"ASAD90",927.599999,10.000000,92.760000,492.000000,5.000000,24.600000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N159770","yes","Male",40.000000,"Play 300",2.000000,"ASAD90",501.000000,25.000000,125.250000,639.000000,2.000000,12.780000,"F","F","F","T",0.000000,0.000000,0.000000,39.000000
"N258790","yes","Female",32.000000,"CAT 50",6.000000,"BS210",396.600000,15.000000,59.490000,44.700001,5.000000,2.235000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N171480","yes","Male",13.000000,"CAT 200",1.000000,"ASAD90",1250.400001,10.000000,125.040000,511.799999,5.000000,25.590000,"T","T","T","T",9.000000,21.000000,27.000000,38.000000
"N410730","yes","Female",43.000000,"CAT 50",12.000000,"SOP10",100.200000,15.000000,15.030000,31.500001,5.000000,1.575000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N343720","yes","Female",39.000000,"CAT 100",1.000000,"WC95",414.000000,15.000000,62.100000,220.500001,5.000000,11.025000,"T","T","T","T",12.000000,25.000000,31.000000,40.000000
"N142360","yes","Male",31.000000,"CAT 200",2.000000,"S80",1287.000000,10.000000,128.700000,349.200001,5.000000,17.460000,"T","T","T","T",10.000000,18.000000,26.000000,38.000000
"N315060","yes","Male",17.000000,"CAT 200",1.000000,"S50",1018.800001,10.000000,101.880000,81.600000,5.000000,4.080000,"T","T","T","F",7.000000,17.000000,29.000000,0.000000
"N377550","yes","Male",20.000000,"Play 100",1.000000,"CAS60",228.000000,25.000000,57.000000,267.300000,5.000000,13.365000,"F","F","T","F",0.000000,0.000000,33.000000,0.000000
"N316130","yes","Male",46.000000,"CAT 200",2.000000,"BS110",1033.800001,10.000000,103.380000,459.000000,5.000000,22.950000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N261370","yes","Male",63.000000,"Play 100",6.000000,"S80",214.200000,25.000000,53.550000,192.900002,5.000000,9.645000,"T","T","T","F",10.000000,22.000000,33.000000,0.000000
"N289390","yes","Female",33.000000,"CAT 100",2.000000,"WC95",645.600000,15.000000,96.840000,326.099999,5.000000,16.305000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N107190","yes","Male",72.000000,"CAT 100",2.000000,"S50",543.000000,15.000000,81.450000,153.300000,5.000000,7.665000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N392590","yes","Female",22.000000,"Play 300",1.000000,"CAS60",192.599999,25.000000,48.150000,556.500001,2.000000,11.130000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N383850","yes","Male",13.000000,"Play 100",1.000000,"S80",92.400000,25.000000,23.100000,588.899999,5.000000,29.445000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N399470","yes","Male",24.000000,"CAT 100",14.000000,"SOP10",637.200000,15.000000,95.580000,302.700000,5.000000,15.135000,"F","T","F","F",0.000000,14.000000,0.000000,0.000000
"N306550","yes","Male",27.000000,"CAT 200",0.000000,"BS110",1309.800000,10.000000,130.980000,468.900000,5.000000,23.445000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N112830","yes","Male",27.000000,"CAT 200",11.000000,"S80",1360.800000,10.000000,136.080000,32.700002,5.000000,1.635000,"T","T","T","T",13.000000,16.000000,30.000000,38.000000
"N144050","yes","Female",49.000000,"CAT 200",2.000000,"ASAD170",831.000000,10.000000,83.100000,66.300000,5.000000,3.315000,"F","F","T","F",0.000000,0.000000,28.000000,0.000000
"N225260","yes","Female",67.000000,"Play 100",1.000000,"S50",76.200000,25.000000,19.050000,147.300000,5.000000,7.365000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N111230","yes","Male",57.000000,"CAT 200",1.000000,"S50",1271.400000,10.000000,127.140000,324.000000,5.000000,16.200000,"T","T","F","T",13.000000,21.000000,0.000000,40.000000
"N125300","yes","Female",46.000000,"CAT 200",1.000000,"ASAD90",822.000000,10.000000,82.200000,274.199999,5.000000,13.710000,"T","T","T","T",5.000000,18.000000,25.000000,41.000000
"N226640","yes","Male",12.000000,"Play 100",1.000000,"BS110",51.600000,25.000000,12.900000,304.500000,5.000000,15.225000,"F","T","F","F",0.000000,19.000000,0.000000,0.000000
"N330390","yes","Male",27.000000,"CAT 50",1.000000,"CAS30",282.600000,15.000000,42.390000,98.700000,5.000000,4.935000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N250350","yes","Male",24.000000,"CAT 100",1.000000,"BS110",471.000000,15.000000,70.650000,12.900000,5.000000,0.645000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N282390","yes","Female",15.000000,"CAT 100",0.000000,"BS110",427.800000,15.000000,64.170000,383.699999,5.000000,19.185000,"T","T","T","F",7.000000,20.000000,25.000000,0.000000
"N280660","yes","Male",27.000000,"Play 300",0.000000,"S80",630.600000,25.000000,157.650000,804.300000,2.000000,16.086000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N377970","yes","Female",35.000000,"Play 100",8.000000,"WC95",241.800001,25.000000,60.450000,380.700000,5.000000,19.035000,"T","T","F","T",13.000000,16.000000,0.000000,38.000000
"N190770","yes","Male",20.000000,"CAT 200",1.000000,"ASAD90",1531.200000,10.000000,153.120000,316.800000,5.000000,15.840000,"F","F","T","F",0.000000,0.000000,36.000000,0.000000
"N391180","yes","Female",31.000000,"Play 300",0.000000,"CAS60",148.200000,25.000000,37.050000,604.200000,2.000000,12.084000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N148050","yes","Female",30.000000,"CAT 200",0.000000,"S80",1686.600000,10.000000,168.660000,237.299999,5.000000,11.865000,"T","T","T","T",12.000000,24.000000,28.000000,41.000000
"N134530","yes","Male",41.000000,"CAT 200",1.000000,"ASAD170",757.800001,10.000000,75.780000,295.800001,5.000000,14.790000,"T","T","T","T",9.000000,18.000000,29.000000,44.000000
"N104790","yes","Male",53.000000,"CAT 100",0.000000,"ASAD90",507.600001,15.000000,76.140000,302.700001,5.000000,15.135000,"T","T","T","F",10.000000,22.000000,30.000000,0.000000
"N311060","yes","Male",32.000000,"CAT 200",3.000000,"S50",1208.400000,10.000000,120.840000,477.000000,5.000000,23.850000,"T","F","T","F",11.000000,0.000000,26.000000,0.000000
"N288670","yes","Male",39.000000,"CAT 100",0.000000,"CAS30",802.800000,15.000000,120.420000,42.900000,5.000000,2.145000,"F","F","F","T",0.000000,0.000000,0.000000,39.000000
"N180800","yes","Male",21.000000,"CAT 200",2.000000,"ASAD170",1145.400000,10.000000,114.540000,538.200001,5.000000,26.910000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N326400","yes","Male",51.000000,"CAT 200",0.000000,"BS110",993.000000,10.000000,99.300000,281.700001,5.000000,14.085000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N403510","yes","Male",22.000000,"CAT 200",15.000000,"S50",930.600000,10.000000,93.060000,79.800000,5.000000,3.990000,"T","T","T","T",10.000000,23.000000,33.000000,39.000000
"N268910","yes","Female",12.000000,"Play 100",1.000000,"BS210",192.600000,25.000000,48.150000,264.300000,5.000000,13.215000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N178770","yes","Male",19.000000,"CAT 200",2.000000,"ASAD90",1473.600000,10.000000,147.360000,132.300001,5.000000,6.615000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N375770","yes","Female",53.000000,"CAT 50",2.000000,"CAS30",328.200000,15.000000,49.230000,28.800000,5.000000,1.440000,"T","T","T","F",9.000000,17.000000,32.000000,0.000000
"N261300","yes","Female",23.000000,"Play 100",2.000000,"S80",163.799999,25.000000,40.950000,392.400001,5.000000,19.620000,"T","F","F","T",10.000000,0.000000,0.000000,36.000000
"N291810","yes","Female",25.000000,"CAT 100",2.000000,"WC95",753.000000,15.000000,112.950000,36.299999,5.000000,1.815000,"F","T","T","F",0.000000,17.000000,35.000000,0.000000
"N211310","yes","Female",16.000000,"CAT 50",3.000000,"CAS30",71.993321,15.000000,10.798998,11.473038,5.000000,0.573652,"F","F","T","F",0.000000,0.000000,26.000000,0.000000
"N334270","yes","Male",23.000000,"CAT 50",1.000000,"S50",198.000000,15.000000,29.700000,130.200001,5.000000,6.510000,"F","F","T","F",0.000000,0.000000,32.000000,0.000000
"N233180","yes","Male",30.000000,"CAT 100",3.000000,"S50",569.400000,15.000000,85.410000,234.000000,5.000000,11.700000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N212600","yes","Female",23.000000,"Play 100",2.000000,"CAS30",15.753986,25.000000,3.938496,40.547145,5.000000,2.027357,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N321130","yes","Male",47.000000,"CAT 200",2.000000,"BS110",1138.200000,10.000000,113.820000,229.200000,5.000000,11.460000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N185410","yes","Male",18.000000,"CAT 200",2.000000,"ASAD90",951.000000,10.000000,95.100000,444.000000,5.000000,22.200000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N274960","yes","Female",25.000000,"Play 300",0.000000,"S80",295.800000,25.000000,73.950000,407.400000,2.000000,8.148000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N312500","yes","Male",30.000000,"CAT 200",10.000000,"BS110",897.000000,10.000000,89.700000,281.699999,5.000000,14.085000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N198250","yes","Female",12.000000,"CAT 200",9.000000,"ASAD170",2295.000000,10.000000,229.500000,226.500000,5.000000,11.325000,"T","F","T","T",10.000000,0.000000,30.000000,42.000000
"N137990","yes","Male",47.000000,"CAT 200",2.000000,"S50",648.600001,10.000000,64.860000,293.399999,5.000000,14.670000,"T","F","T","T",9.000000,0.000000,28.000000,40.000000
"N110970","yes","Male",29.000000,"CAT 200",0.000000,"ASAD170",1743.000000,10.000000,174.300000,309.000000,5.000000,15.450000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N410020","yes","Male",25.000000,"CAT 200",12.000000,"SOP20",1279.199999,10.000000,127.920000,154.800001,5.000000,7.740000,"F","T","T","F",0.000000,20.000000,31.000000,0.000000
"N232560","yes","Male",16.000000,"Play 100",2.000000,"S50",76.800000,25.000000,19.200000,256.800001,5.000000,12.840000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N205100","yes","MALE",20.000000,"Play 100",1.000000,"ASAD90",138.600000,25.000000,34.650000,451.799999,5.000000,22.590000,"T","F","T","T",8.000000,0.000000,25.000000,40.000000
"N236800","yes","Male",53.000000,"CAT 200",2.000000,"S50",884.400000,10.000000,88.440000,195.300001,5.000000,9.765000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N124980","yes","Female",40.000000,"CAT 200",2.000000,"S50",1436.400000,10.000000,143.640000,352.500001,5.000000,17.625000,"T","F","F","T",6.000000,0.000000,0.000000,41.000000
"N154390","yes","Male",41.000000,"CAT 200",0.000000,"S50",1228.200001,10.000000,122.820000,398.399999,5.000000,19.920000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N126750","yes","Female",37.000000,"CAT 200",2.000000,"S50",1198.199999,10.000000,119.820000,57.600000,5.000000,2.880000,"F","T","T","F",0.000000,19.000000,34.000000,0.000000
"N250170","yes","Male",37.000000,"CAT 100",2.000000,"BS110",556.200001,15.000000,83.430000,245.700000,5.000000,12.285000,"F","T","T","T",0.000000,16.000000,30.000000,41.000000
"N247790","yes","Female",23.000000,"CAT 50",0.000000,"BS110",287.400000,15.000000,43.110000,48.300000,5.000000,2.415000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N316440","yes","Male",58.000000,"CAT 200",5.000000,"CAS30",721.800000,10.000000,72.180000,381.600000,5.000000,19.080000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N364400","yes","Female",33.000000,"CAT 200",0.000000,"CAS30",686.400000,10.000000,68.640000,482.400000,5.000000,24.120000,"F","T","F","T",0.000000,18.000000,0.000000,37.000000
"N379310","yes","Male",22.000000,"Play 100",3.000000,"S80",66.600000,25.000000,16.650000,671.700001,5.000000,33.585000,"F","F","F","T",0.000000,0.000000,0.000000,40.000000
"N205200","yes","Female",21.000000,"Play 300",1.000000,"ASAD170",129.000000,25.000000,32.250000,858.599998,2.000000,17.172000,"T","F","F","F",8.000000,0.000000,0.000000,0.000000
"N396010","yes","Male",47.000000,"Play 300",4.000000,"ASAD90",329.400001,25.000000,82.350000,414.900000,2.000000,8.298000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N288200","yes","Male",17.000000,"CAT 100",6.000000,"BS110",427.200000,15.000000,64.080000,74.700000,5.000000,3.735000,"T","F","T","T",10.000000,0.000000,29.000000,38.000000
"N195160","yes","Female",20.000000,"CAT 200",8.000000,"ASAD90",994.800000,10.000000,99.480000,103.500001,5.000000,5.175000,"F","T","T","T",0.000000,19.000000,30.000000,35.000000
"N286220","yes","Male",13.000000,"CAT 100",1.000000,"BS110",645.600001,15.000000,96.840000,168.000000,5.000000,8.400000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N151370","yes","Male",41.000000,"CAT 200",2.000000,"ASAD170",702.000000,10.000000,70.200000,341.700000,5.000000,17.085000,"F","T","T","T",0.000000,15.000000,27.000000,37.000000
"N260700","yes","Female",45.000000,"Play 100",0.000000,"S80",208.800000,25.000000,52.200000,379.200000,5.000000,18.960000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N409040","yes","Male",43.000000,"CAT 200",14.000000,"BS110",726.000000,10.000000,72.600000,267.899999,5.000000,13.395000,"F","F","T","F",0.000000,0.000000,31.000000,0.000000
"N106700","yes","Female",47.000000,"CAT 100",1.000000,"ASAD170",529.800000,15.000000,79.470000,233.399999,5.000000,11.670000,"F","T","T","T",0.000000,20.000000,28.000000,35.000000
"N200410","yes","Male",23.000000,"CAT 200",11.000000,"ASAD170",754.199999,10.000000,75.420000,231.600000,5.000000,11.580000,"F","T","T","T",0.000000,22.000000,26.000000,41.000000
"N351320","yes","Male",48.000000,"CAT 100",1.000000,"S50",489.000000,15.000000,73.350000,62.700000,5.000000,3.135000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N231850","yes","Female",46.000000,"Play 100",0.000000,"S50",209.400000,25.000000,52.350000,198.000000,5.000000,9.900000,"T","T","T","F",5.000000,18.000000,29.000000,0.000000
"N148260","yes","Female",39.000000,"CAT 200",2.000000,"ASAD90",594.000000,10.000000,59.400000,402.000000,5.000000,20.100000,"T","T","T","T",10.000000,22.000000,31.000000,43.000000
"N106350","yes","Male",36.000000,"CAT 100",2.000000,"ASAD170",801.599999,15.000000,120.240000,83.099999,5.000000,4.155000,"T","T","F","T",11.000000,23.000000,0.000000,37.000000
"N145330","yes","Male",31.000000,"CAT 200",1.000000,"S50",1527.600001,10.000000,152.760000,327.600001,5.000000,16.380000,"T","T","T","T",4.000000,16.000000,31.000000,37.000000
"N145380","yes","Female",42.000000,"CAT 200",2.000000,"ASAD90",637.800000,10.000000,63.780000,401.100000,5.000000,20.055000,"F","T","F","F",0.000000,18.000000,0.000000,0.000000
"N253230","yes","Male",22.000000,"Play 300",2.000000,"BS110",168.000000,25.000000,42.000000,658.799999,2.000000,13.176000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N288050","yes","Male",37.000000,"CAT 100",2.000000,"CAS30",478.199999,15.000000,71.730000,191.100000,5.000000,9.555000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N108270","yes","Male",42.000000,"CAT 100",2.000000,"S50",504.000000,15.000000,75.600000,242.100000,5.000000,12.105000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N296540","yes","Female",52.000000,"CAT 100",11.000000,"BS110",301.200000,15.000000,45.180000,255.900000,5.000000,12.795000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N105760","yes","Female",38.000000,"CAT 100",0.000000,"S80",751.199999,15.000000,112.680000,116.700000,5.000000,5.835000,"T","T","T","F",7.000000,18.000000,33.000000,0.000000
"N238760","yes","Female",45.000000,"CAT 50",0.000000,"BS110",251.400000,15.000000,37.710000,51.300000,5.000000,2.565000,"F","F","F","T",0.000000,0.000000,0.000000,44.000000
"N369270","yes","Male",40.000000,"CAT 200",3.000000,"S50",1855.800000,10.000000,185.580000,164.700000,5.000000,8.235000,"T","F","T","T",10.000000,0.000000,36.000000,37.000000
"N208560","yes","Male",13.000000,"Play 300",1.000000,"S50",69.599999,25.000000,17.400000,618.000000,2.000000,12.360000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N305660","yes","Female",46.000000,"CAT 200",0.000000,"BS110",822.000000,10.000000,82.200000,565.500000,5.000000,28.275000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N138050","yes","Female",26.000000,"CAT 200",0.000000,"S50",793.800002,10.000000,79.380000,526.800002,5.000000,26.340000,"T","T","T","T",13.000000,20.000000,29.000000,36.000000
"N186320","yes","Male",24.000000,"CAT 200",2.000000,"S50",972.000000,10.000000,97.200000,351.900001,5.000000,17.595000,"T","T","T","T",10.000000,22.000000,25.000000,40.000000
"N296710","yes","Male",28.000000,"CAT 100",3.000000,"CAS30",611.399999,15.000000,91.710000,65.399999,5.000000,3.270000,"T","T","F","T",7.000000,21.000000,0.000000,38.000000
"N120840","yes","Female",37.000000,"CAT 200",8.000000,"S50",919.800000,10.000000,91.980000,482.400001,5.000000,24.120000,"F","T","T","T",0.000000,17.000000,32.000000,40.000000
"N199570","yes","Male",20.000000,"CAT 200",1.000000,"S50",1400.400001,10.000000,140.040000,627.000000,5.000000,31.350000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N400870","yes","Male",31.000000,"CAT 100",12.000000,"BS110",622.200000,15.000000,93.330000,255.300000,5.000000,12.765000,"F","T","T","T",0.000000,19.000000,32.000000,38.000000
"N382950","yes","Male",57.000000,"Play 100",1.000000,"S80",109.800000,25.000000,27.450000,384.000000,5.000000,19.200000,"T","F","F","F",10.000000,0.000000,0.000000,0.000000
"N167460","yes","Female",17.000000,"CAT 100",1.000000,"ASAD90",436.799999,15.000000,65.520000,345.300000,5.000000,17.265000,"T","T","F","T",12.000000,20.000000,0.000000,39.000000
"N285040","yes","Female",24.000000,"CAT 100",1.000000,"WC95",699.600000,15.000000,104.940000,71.400000,5.000000,3.570000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N360140","yes","Female",43.000000,"CAT 200",1.000000,"WC95",783.600001,10.000000,78.360000,510.899999,5.000000,25.545000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N257020","yes","Female",23.000000,"CAT 100",2.000000,"S80",751.199999,15.000000,112.680000,186.000000,5.000000,9.300000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N276500","yes","Female",23.000000,"Play 300",1.000000,"BS210",822.600000,25.000000,205.650000,718.200000,2.000000,14.364000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N156400","yes","Male",47.000000,"Play 100",0.000000,"S50",183.000000,25.000000,45.750000,438.300000,5.000000,21.915000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N252190","yes","Male",16.000000,"CAT 50",0.000000,"BS110",328.800000,15.000000,49.320000,78.300000,5.000000,3.915000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N194560","no","",,"",,"",,,,,,,"","","","",,,,
"N236060","yes","Male",16.000000,"CAT 200",1.000000,"S50",1143.599999,10.000000,114.360000,266.100000,5.000000,13.305000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N264380","yes","Female",24.000000,"Play 100",7.000000,"S80",202.200000,25.000000,50.550000,281.400000,5.000000,14.070000,"F","T","F","F",0.000000,24.000000,0.000000,0.000000
"N203680","yes","Female",16.000000,"CAT 200",1.000000,"S50",1701.000000,10.000000,170.100000,431.699999,5.000000,21.585000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N166860","yes","Female",20.000000,"CAT 100",3.000000,"S50",693.600000,15.000000,104.040000,170.400000,5.000000,8.520000,"T","T","T","F",9.000000,21.000000,27.000000,0.000000
"N194040","yes","Male",21.000000,"CAT 200",2.000000,"S50",766.800000,10.000000,76.680000,329.400000,5.000000,16.470000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N293830","yes","Male",28.000000,"CAT 100",7.000000,"S50",749.400000,15.000000,112.410000,41.400000,5.000000,2.070000,"F","T","T","F",0.000000,20.000000,32.000000,0.000000
"N252650","yes","Male",47.000000,"Play 100",0.000000,"BS110",69.000000,25.000000,17.250000,240.300000,5.000000,12.015000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N222580","yes","Female",15.000000,"Play 100",0.000000,"BS110",36.600000,25.000000,9.150000,136.800001,5.000000,6.840000,"F","T","T","T",0.000000,18.000000,28.000000,42.000000
"N299070","yes","Male",29.000000,"CAT 100",1.000000,"S50",664.800000,15.000000,99.720000,51.000000,5.000000,2.550000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N392460","yes","Female",31.000000,"Play 300",1.000000,"CAS60",360.600001,25.000000,90.150000,428.399999,2.000000,8.568000,"T","T","T","T",9.000000,21.000000,26.000000,40.000000
"N364960","yes","Female",37.000000,"CAT 200",1.000000,"CAS30",715.799999,10.000000,71.580000,390.600000,5.000000,19.530000,"F","F","F","T",0.000000,0.000000,0.000000,45.000000
"N174040","yes","Male",20.000000,"CAT 200",0.000000,"S50",2104.200000,10.000000,210.420000,0.000000,5.000000,0.000000,"T","T","T","F",12.000000,15.000000,30.000000,0.000000
"N258390","yes","Female",33.000000,"CAT 100",1.000000,"S80",765.599999,15.000000,114.840000,157.500001,5.000000,7.875000,"T","T","F","F",13.000000,16.000000,0.000000,0.000000
"N177320","yes","Male",21.000000,"CAT 200",1.000000,"ASAD90",1928.399999,10.000000,192.840000,45.300000,5.000000,2.265000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N213240","yes","Male",16.000000,"Play 100",0.000000,"CAS30",43.999202,25.000000,10.999800,20.180085,5.000000,1.009004,"F","T","T","T",0.000000,20.000000,31.000000,40.000000
"N217200","yes","Male",40.000000,"Play 100",0.000000,"S50",30.000000,25.000000,7.500000,150.900001,5.000000,7.545000,"F","T","F","F",0.000000,22.000000,0.000000,0.000000
"N262320","yes","Female",44.000000,"Play 100",1.000000,"S80",183.600000,25.000000,45.900000,441.600000,5.000000,22.080000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N336940","yes","Male",36.000000,"CAT 100",9.000000,"S50",640.200000,15.000000,96.030000,107.099999,5.000000,5.355000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N298080","yes","Female",43.000000,"CAT 100",0.000000,"BS110",560.399999,15.000000,84.060000,153.000000,5.000000,7.650000,"T","T","T","T",13.000000,25.000000,31.000000,39.000000
"N303220","yes","Female",12.000000,"CAT 200",1.000000,"WC95",1085.400000,10.000000,108.540000,449.400000,5.000000,22.470000,"F","T","F","F",0.000000,17.000000,0.000000,0.000000
"N128700","yes","Female",27.000000,"CAT 200",0.000000,"ASAD170",1987.800000,10.000000,198.780000,117.600000,5.000000,5.880000,"T","T","T","T",8.000000,21.000000,32.000000,36.000000
"N361840","yes","Male",19.000000,"CAT 200",1.000000,"CAS30",612.000000,10.000000,61.200000,509.100001,5.000000,25.455000,"F","F","F","T",0.000000,0.000000,0.000000,38.000000
"N151320","yes","Male",56.000000,"CAT 200",2.000000,"S50",1291.200001,10.000000,129.120000,401.700001,5.000000,20.085000,"T","F","T","T",12.000000,0.000000,31.000000,48.000000
"N205750","yes","Male",18.000000,"Play 300",2.000000,"ASAD90",189.000000,25.000000,47.250000,585.900000,2.000000,11.718000,"T","F","T","F",9.000000,0.000000,30.000000,0.000000
"N125890","yes","Female",40.000000,"CAT 200",5.000000,"S50",1264.200000,10.000000,126.420000,240.300000,5.000000,12.015000,"T","T","T","T",9.000000,20.000000,30.000000,40.000000
"N404080","yes","Male",38.000000,"CAT 200",13.000000,"S50",646.800000,10.000000,64.680000,512.100000,5.000000,25.605000,"T","T","T","T",11.000000,24.000000,31.000000,37.000000
"N320410","yes","Female",28.000000,"CAT 200",1.000000,"BS110",1134.600000,10.000000,113.460000,603.000000,5.000000,30.150000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N111900","yes","Male",48.000000,"CAT 200",6.000000,"S50",874.799999,10.000000,87.480000,60.000000,5.000000,3.000000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N165100","yes","Male",28.000000,"Play 300",1.000000,"S80",372.599999,25.000000,93.150000,621.000000,2.000000,12.420000,"T","T","T","T",12.000000,19.000000,32.000000,40.000000
